"","Num","QText","Sender","Recipient","Attribute","Subject","TP"
"381",1085,"Is it acceptable for the student's classmates to share the student's grades with the student's TA if the student's classmates asked for the student's permission?","classmates","TA","grades","student",5
"382",1086,"Is it acceptable for the student's professor to share the student's email address with the registrar if the student's professor let the student know?","professor","registrar","email","student",4
"383",1087,"Is it acceptable for the student's academic advisor to share the student's name with the department chair if the student is performing poorly?","advisor","department_chair","name","student",2
"384",1088,"Is it acceptable for the student's academic advisor to share the student's email address with the university IT staff if the student's academic advisor let the student know?","advisor","IT_staff","email","student",4
"385",1089,"Is it acceptable for the student's TA to share the student's record of attendance with graduate schools if requested by graduate schools?","TA","graduate_schools","attendance","student",3
"386",1090,"Is it acceptable for the university IT staff to share the student's contents posted on online learning systems with the student's academic advisor if the student is performing poorly?","IT_staff","advisor","contents_online","student",2
"387",1091,"Is it acceptable for the student's classmates to share the student's contents posted on online learning systems with the student's academic advisor if the student is performing poorly?","classmates","advisor","contents_online","student",2
"388",1092,"Is it acceptable for the student's TA to share the student's record of attendance with the student's academic advisor with the requirement of confidentiality?","TA","advisor","attendance","student",1
"389",1093,"Is it acceptable for the student's professor to share the student's record of attendance with the registrar if the student's professor let the student know?","professor","registrar","attendance","student",4
"390",1094,"Is it acceptable for the student's TA to share the student's name with the department chair if requested by the department chair?","TA","department_chair","name","student",3
"391",1095,"Is it acceptable for the registrar to share the student's name with the university librarian if the registrar asked for the student's permission?","registrar","librarian","name","student",5
"392",1096,"Is it acceptable for the student's academic advisor to share the student's photo with the university librarian if the student is performing poorly?","advisor","librarian","photo","student",2
"393",1097,"Is it acceptable for the student's TA to share the student's contents posted on online learning systems with the student's professor if the student is performing poorly?","TA","professor","contents_online","student",2
"394",1098,"Is it acceptable for the registrar to share the student's address with the student's academic advisor if the registrar let the student know?","registrar","advisor","address","student",4
"395",1099,"Is it acceptable for the university librarian to share the student's photo with the registrar if the student is performing poorly?","librarian","registrar","photo","student",2
"396",1100,"Is it acceptable for the registrar to share the student's address with the student's academic advisor if requested by the student's academic advisor?","registrar","advisor","address","student",3
"397",1101,"Is it acceptable for the registrar to share the student's address with the student's professor with the requirement of confidentiality?","registrar","professor","address","student",1
"398",1102,"Is it acceptable for the student's professor to share the student's transcript with the university IT staff if the student is performing poorly?","professor","IT_staff","transcript","student",2
"399",1103,"Is it acceptable for the student's TA to share the student's photo with the university librarian if the student's TA asked for the student's permission?","TA","librarian","photo","student",5
"400",1104,"Is it acceptable for the student's TA to share the student's contents posted on online learning systems with the university IT staff if the student's TA asked for the student's permission?","TA","IT_staff","contents_online","student",5
"401",1105,"Is it acceptable for the university IT staff to share the student's name with the student's classmates if the student is performing poorly?","IT_staff","classmates","name","student",2
"402",1106,"Is it acceptable for the student's professor to share the student's email address with the university librarian if the student's professor let the student know?","professor","librarian","email","student",4
"403",1107,"Is it acceptable for the registrar to share the student's grades with the student's academic advisor if the registrar let the student know?","registrar","advisor","grades","student",4
"404",1108,"Is it acceptable for the university IT staff to share the student's contents posted on online learning systems with the department chair with the requirement of confidentiality?","IT_staff","department_chair","contents_online","student",1
"405",1109,"Is it acceptable for the student's TA to share the student's grades with graduate schools if requested by graduate schools?","TA","graduate_schools","grades","student",3
"406",1110,"Is it acceptable for the student's TA to share the student's grades with the student's academic advisor if the student's TA let the student know?","TA","advisor","grades","student",4
"407",1111,"Is it acceptable for the student's academic advisor to share the student's email address with graduate schools if the student's academic advisor asked for the student's permission?","advisor","graduate_schools","email","student",5
"408",1112,"Is it acceptable for the student's professor to share the student's name with graduate schools if the student's professor let the student know?","professor","graduate_schools","name","student",4
"409",1113,"Is it acceptable for the student's professor to share the student's contents posted on online learning systems with the university IT staff if the student is performing poorly?","professor","IT_staff","contents_online","student",2
"410",1114,"Is it acceptable for the student's academic advisor to share the student's transcript with the student's professor if the student is performing poorly?","advisor","professor","transcript","student",2
"411",1115,"Is it acceptable for the registrar to share the student's grades with the student's parents if the registrar asked for the student's permission?","registrar","parents","grades","student",5
"412",1116,"Is it acceptable for the student's academic advisor to share the student's record of attendance with graduate schools if the student is performing poorly?","advisor","graduate_schools","attendance","student",2
"413",1117,"Is it acceptable for the registrar to share the student's name with the university librarian if requested by the university librarian?","registrar","librarian","name","student",3
"414",1118,"Is it acceptable for the student's TA to share the student's transcript with the student's classmates if requested by the student's classmates?","TA","classmates","transcript","student",3
"415",1119,"Is it acceptable for the student's TA to share the student's name with the student's parents with the requirement of confidentiality?","TA","parents","name","student",1
"416",1120,"Is it acceptable for the university IT staff to share the student's photo with graduate schools if the university IT staff let the student know?","IT_staff","graduate_schools","photo","student",4
"417",1121,"Is it acceptable for the student's classmates to share the student's name with the university librarian if the student's classmates let the student know?","classmates","librarian","name","student",4
"418",1122,"Is it acceptable for the student's TA to share the student's term papers with the department chair if requested by the department chair?","TA","department_chair","term_papers","student",3
"419",1123,"Is it acceptable for the student's professor to share the student's grades with the university librarian with the requirement of confidentiality?","professor","librarian","grades","student",1
"420",1124,"Is it acceptable for the university IT staff to share the student's name with the student's academic advisor if requested by the student's academic advisor?","IT_staff","advisor","name","student",3
"421",1125,"Is it acceptable for the student's TA to share the student's grades with the registrar if the student's TA let the student know?","TA","registrar","grades","student",4
"422",1126,"Is it acceptable for the student's classmates to share the student's name with the university librarian if the student is performing poorly?","classmates","librarian","name","student",2
"423",1127,"Is it acceptable for the student's TA to share the student's contents posted on online learning systems with the university IT staff if requested by the university IT staff?","TA","IT_staff","contents_online","student",3
"424",1128,"Is it acceptable for the student's professor to share the student's name with the registrar if the student is performing poorly?","professor","registrar","name","student",2
"425",1129,"Is it acceptable for the university IT staff to share the student's email address with graduate schools if the university IT staff asked for the student's permission?","IT_staff","graduate_schools","email","student",5
"426",1130,"Is it acceptable for the student's TA to share the student's record of attendance with the student's academic advisor if requested by the student's academic advisor?","TA","advisor","attendance","student",3
"427",1131,"Is it acceptable for the student's professor to share the student's grades with the department chair if the student's professor let the student know?","professor","department_chair","grades","student",4
"428",1132,"Is it acceptable for the student's classmates to share the student's record of attendance with the student's parents if requested by the student's parents?","classmates","parents","attendance","student",3
"429",1133,"Is it acceptable for the student's professor to share the student's transcript with the student's classmates with the requirement of confidentiality?","professor","classmates","transcript","student",1
"430",1134,"Is it acceptable for the university librarian to share the student's name with the department chair if the university librarian let the student know?","librarian","department_chair","name","student",4
"431",1135,"Is it acceptable for the student's academic advisor to share the student's level of participation in class with graduate schools if the student's academic advisor asked for the student's permission?","advisor","graduate_schools","participation","student",5
"432",1136,"Is it acceptable for the student's TA to share the student's grades with the registrar with the requirement of confidentiality?","TA","registrar","grades","student",1
"433",1137,"Is it acceptable for the registrar to share the student's transcript with the student's classmates with the requirement of confidentiality?","registrar","classmates","transcript","student",1
"434",1138,"Is it acceptable for the student's professor to share the student's name with the department chair if requested by the department chair?","professor","department_chair","name","student",3
"435",1139,"Is it acceptable for the student's academic advisor to share the student's grades with the student's TA if requested by the student's TA?","advisor","TA","grades","student",3
"436",1140,"Is it acceptable for the student's classmates to share the student's grades with the department chair with the requirement of confidentiality?","classmates","department_chair","grades","student",1
"437",1141,"Is it acceptable for the university librarian to share the student's name with the student's parents if requested by the student's parents?","librarian","parents","name","student",3
"438",1142,"Is it acceptable for the student's academic advisor to share the student's name with the student's professor if the student's academic advisor asked for the student's permission?","advisor","professor","name","student",5
"439",1143,"Is it acceptable for the student's professor to share the student's email address with the university IT staff with the requirement of confidentiality?","professor","IT_staff","email","student",1
"440",1144,"Is it acceptable for the student's classmates to share the student's record of attendance with the university librarian if requested by the university librarian?","classmates","librarian","attendance","student",3
"441",1145,"Is it acceptable for the university IT staff to share the student's email address with the registrar if the university IT staff asked for the student's permission?","IT_staff","registrar","email","student",5
"442",1146,"Is it acceptable for the university IT staff to share the student's email address with the student's academic advisor if the university IT staff let the student know?","IT_staff","advisor","email","student",4
"443",1147,"Is it acceptable for the registrar to share the student's address with the student's professor if the registrar asked for the student's permission?","registrar","professor","address","student",5
"444",1148,"Is it acceptable for the student's classmates to share the student's email address with the student's parents if the student's classmates asked for the student's permission?","classmates","parents","email","student",5
"445",1149,"Is it acceptable for the student's academic advisor to share the student's name with the registrar if the student's academic advisor asked for the student's permission?","advisor","registrar","name","student",5
"446",1150,"Is it acceptable for the student's TA to share the student's level of participation in class with the registrar if the student is performing poorly?","TA","registrar","participation","student",2
"447",1151,"Is it acceptable for the university IT staff to share the student's name with the student's TA if the student is performing poorly?","IT_staff","TA","name","student",2
"448",1152,"Is it acceptable for the student's classmates to share the student's email address with graduate schools if the student's classmates let the student know?","classmates","graduate_schools","email","student",4
"449",1153,"Is it acceptable for the student's TA to share the student's term papers with graduate schools if the student's TA asked for the student's permission?","TA","graduate_schools","term_papers","student",5
"450",1154,"Is it acceptable for the student's academic advisor to share the student's record of attendance with the university librarian with the requirement of confidentiality?","advisor","librarian","attendance","student",1
"451",1155,"Is it acceptable for the university librarian to share the student's photo with the student's academic advisor if the university librarian let the student know?","librarian","advisor","photo","student",4
"452",1156,"Is it acceptable for the student's professor to share the student's photo with the registrar if requested by the registrar?","professor","registrar","photo","student",3
"453",1157,"Is it acceptable for the student's classmates to share the student's grades with the student's TA if requested by the student's TA?","classmates","TA","grades","student",3
"454",1158,"Is it acceptable for the student's classmates to share the student's contents posted on online learning systems with the department chair if the student's classmates let the student know?","classmates","department_chair","contents_online","student",4
"455",1159,"Is it acceptable for the student's professor to share the student's email address with the university librarian if the student is performing poorly?","professor","librarian","email","student",2
"456",1160,"Is it acceptable for the student's professor to share the student's name with graduate schools if requested by graduate schools?","professor","graduate_schools","name","student",3
"457",1161,"Is it acceptable for the student's classmates to share the student's photo with the university IT staff if the student is performing poorly?","classmates","IT_staff","photo","student",2
"458",1162,"Is it acceptable for the student's classmates to share the student's level of participation in class with the university librarian if requested by the university librarian?","classmates","librarian","participation","student",3
"459",1163,"Is it acceptable for the student's TA to share the student's email address with the student's parents with the requirement of confidentiality?","TA","parents","email","student",1
"460",1164,"Is it acceptable for the student's TA to share the student's photo with graduate schools if the student's TA let the student know?","TA","graduate_schools","photo","student",4
"461",1165,"Is it acceptable for the university IT staff to share the student's photo with the student's professor if the university IT staff asked for the student's permission?","IT_staff","professor","photo","student",5
"462",1166,"Is it acceptable for the registrar to share the student's name with the student's TA if the registrar let the student know?","registrar","TA","name","student",4
"463",1167,"Is it acceptable for the student's academic advisor to share the student's level of participation in class with the student's classmates with the requirement of confidentiality?","advisor","classmates","participation","student",1
"464",1168,"Is it acceptable for the student's professor to share the student's contents posted on online learning systems with the student's parents if the student's professor asked for the student's permission?","professor","parents","contents_online","student",5
"465",1169,"Is it acceptable for the registrar to share the student's grades with the student's academic advisor with the requirement of confidentiality?","registrar","advisor","grades","student",1
"466",1170,"Is it acceptable for the student's TA to share the student's name with the university IT staff if the student's TA asked for the student's permission?","TA","IT_staff","name","student",5
"467",1171,"Is it acceptable for the university librarian to share the student's email address with graduate schools with the requirement of confidentiality?","librarian","graduate_schools","email","student",1
"468",1172,"Is it acceptable for the student's classmates to share the student's transcript with graduate schools if the student's classmates let the student know?","classmates","graduate_schools","transcript","student",4
"469",1173,"Is it acceptable for the student's professor to share the student's contents posted on online learning systems with the student's parents if the student's professor let the student know?","professor","parents","contents_online","student",4
"470",1174,"Is it acceptable for the student's academic advisor to share the student's transcript with the student's TA if the student is performing poorly?","advisor","TA","transcript","student",2
"471",1175,"Is it acceptable for the student's academic advisor to share the student's email address with the university librarian if requested by the university librarian?","advisor","librarian","email","student",3
"472",1176,"Is it acceptable for the student's academic advisor to share the student's grades with the registrar if requested by the registrar?","advisor","registrar","grades","student",3
"473",1177,"Is it acceptable for the student's classmates to share the student's photo with graduate schools if the student is performing poorly?","classmates","graduate_schools","photo","student",2
"474",1178,"Is it acceptable for the university IT staff to share the student's photo with the student's professor if the university IT staff let the student know?","IT_staff","professor","photo","student",4
"475",1179,"Is it acceptable for the university librarian to share the student's name with the registrar if the university librarian let the student know?","librarian","registrar","name","student",4
"476",1180,"Is it acceptable for the university librarian to share the student's email address with the department chair if the university librarian let the student know?","librarian","department_chair","email","student",4
"477",1181,"Is it acceptable for the university librarian to share the student's email address with the student's parents if the student is performing poorly?","librarian","parents","email","student",2
"478",1182,"Is it acceptable for the student's professor to share the student's record of attendance with the department chair if requested by the department chair?","professor","department_chair","attendance","student",3
"479",1183,"Is it acceptable for the university IT staff to share the student's contents posted on online learning systems with the student's classmates with the requirement of confidentiality?","IT_staff","classmates","contents_online","student",1
"480",1184,"Is it acceptable for the student's academic advisor to share the student's level of participation in class with the university IT staff if the student's academic advisor let the student know?","advisor","IT_staff","participation","student",4
"481",1185,"Is it acceptable for the student's classmates to share the student's grades with the department chair if the student's classmates let the student know?","classmates","department_chair","grades","student",4
"482",1186,"Is it acceptable for the student's academic advisor to share the student's name with the student's professor with the requirement of confidentiality?","advisor","professor","name","student",1
"483",1187,"Is it acceptable for the registrar to share the student's address with graduate schools if the registrar let the student know?","registrar","graduate_schools","address","student",4
"484",1188,"Is it acceptable for the student's academic advisor to share the student's photo with the student's classmates if the student's academic advisor let the student know?","advisor","classmates","photo","student",4
"485",1189,"Is it acceptable for the student's classmates to share the student's contents posted on online learning systems with the student's parents if the student's classmates asked for the student's permission?","classmates","parents","contents_online","student",5
"486",1190,"Is it acceptable for the student's TA to share the student's transcript with graduate schools if the student's TA asked for the student's permission?","TA","graduate_schools","transcript","student",5
"487",1191,"Is it acceptable for the student's classmates to share the student's record of attendance with the student's TA if requested by the student's TA?","classmates","TA","attendance","student",3
"488",1192,"Is it acceptable for the student's academic advisor to share the student's record of attendance with the student's classmates if the student's academic advisor let the student know?","advisor","classmates","attendance","student",4
"489",1193,"Is it acceptable for the university IT staff to share the student's name with the student's parents with the requirement of confidentiality?","IT_staff","parents","name","student",1
"490",1194,"Is it acceptable for the university IT staff to share the student's contents posted on online learning systems with the registrar with the requirement of confidentiality?","IT_staff","registrar","contents_online","student",1
"491",1195,"Is it acceptable for the registrar to share the student's address with the university IT staff if the student is performing poorly?","registrar","IT_staff","address","student",2
"492",1196,"Is it acceptable for the student's TA to share the student's email address with the student's parents if the student's TA asked for the student's permission?","TA","parents","email","student",5
"493",1197,"Is it acceptable for the student's classmates to share the student's photo with the registrar if requested by the registrar?","classmates","registrar","photo","student",3
"494",1198,"Is it acceptable for the university librarian to share the student's name with the registrar if the student is performing poorly?","librarian","registrar","name","student",2
"495",1199,"Is it acceptable for the university IT staff to share the student's photo with the department chair if the university IT staff asked for the student's permission?","IT_staff","department_chair","photo","student",5
"496",1200,"Is it acceptable for the student's classmates to share the student's name with the student's academic advisor with the requirement of confidentiality?","classmates","advisor","name","student",1
"497",1201,"Is it acceptable for the student's professor to share the student's photo with the department chair if the student's professor asked for the student's permission?","professor","department_chair","photo","student",5
"498",1202,"Is it acceptable for the student's classmates to share the student's record of attendance with the student's professor if the student's classmates asked for the student's permission?","classmates","professor","attendance","student",5
"499",1203,"Is it acceptable for the student's academic advisor to share the student's photo with the department chair with the requirement of confidentiality?","advisor","department_chair","photo","student",1
"500",1204,"Is it acceptable for the university librarian to share the student's library records with the department chair if the student is performing poorly?","librarian","department_chair","library_record","student",2
"501",1205,"Is it acceptable for the university librarian to share the student's library records with the student's parents if the university librarian let the student know?","librarian","parents","library_record","student",4
"502",1206,"Is it acceptable for the student's TA to share the student's email address with the student's academic advisor if the student is performing poorly?","TA","advisor","email","student",2
"503",1207,"Is it acceptable for the student's TA to share the student's level of participation in class with the university librarian with the requirement of confidentiality?","TA","librarian","participation","student",1
"504",1208,"Is it acceptable for the student's professor to share the student's grades with the student's TA if the student's professor let the student know?","professor","TA","grades","student",4
"505",1209,"Is it acceptable for the registrar to share the student's name with the university IT staff if the registrar asked for the student's permission?","registrar","IT_staff","name","student",5
"506",1210,"Is it acceptable for the student's TA to share the student's record of attendance with the university IT staff if the student's TA let the student know?","TA","IT_staff","attendance","student",4
"507",1211,"Is it acceptable for the student's classmates to share the student's level of participation in class with the student's parents if requested by the student's parents?","classmates","parents","participation","student",3
"508",1212,"Is it acceptable for the student's classmates to share the student's level of participation in class with the student's professor if the student is performing poorly?","classmates","professor","participation","student",2
"509",1213,"Is it acceptable for the student's TA to share the student's level of participation in class with the university IT staff if the student's TA asked for the student's permission?","TA","IT_staff","participation","student",5
"510",1214,"Is it acceptable for the student's classmates to share the student's email address with the university IT staff with the requirement of confidentiality?","classmates","IT_staff","email","student",1
"511",1215,"Is it acceptable for the registrar to share the student's grades with the university IT staff if the student is performing poorly?","registrar","IT_staff","grades","student",2
"512",1216,"Is it acceptable for the student's TA to share the student's record of attendance with the registrar with the requirement of confidentiality?","TA","registrar","attendance","student",1
"513",1217,"Is it acceptable for the student's TA to share the student's grades with the university librarian if requested by the university librarian?","TA","librarian","grades","student",3
"514",1218,"Is it acceptable for the student's TA to share the student's transcript with the student's parents if the student is performing poorly?","TA","parents","transcript","student",2
"515",1219,"Is it acceptable for the student's TA to share the student's email address with the student's classmates if requested by the student's classmates?","TA","classmates","email","student",3
"516",1220,"Is it acceptable for the university librarian to share the student's library records with the student's academic advisor if the university librarian asked for the student's permission?","librarian","advisor","library_record","student",5
"517",1221,"Is it acceptable for the student's TA to share the student's term papers with the department chair with the requirement of confidentiality?","TA","department_chair","term_papers","student",1
"518",1222,"Is it acceptable for the registrar to share the student's email address with the student's academic advisor if requested by the student's academic advisor?","registrar","advisor","email","student",3
"519",1223,"Is it acceptable for the student's academic advisor to share the student's email address with the student's parents if requested by the student's parents?","advisor","parents","email","student",3
"520",1224,"Is it acceptable for the student's TA to share the student's grades with the student's professor with the requirement of confidentiality?","TA","professor","grades","student",1
"521",1225,"Is it acceptable for the student's academic advisor to share the student's photo with graduate schools if the student's academic advisor asked for the student's permission?","advisor","graduate_schools","photo","student",5
"522",1226,"Is it acceptable for the registrar to share the student's address with the university librarian if the student is performing poorly?","registrar","librarian","address","student",2
"523",1227,"Is it acceptable for the student's classmates to share the student's level of participation in class with the registrar if the student's classmates asked for the student's permission?","classmates","registrar","participation","student",5
"524",1228,"Is it acceptable for the student's classmates to share the student's record of attendance with the registrar if requested by the registrar?","classmates","registrar","attendance","student",3
"525",1229,"Is it acceptable for the student's professor to share the student's level of participation in class with the university IT staff if the student is performing poorly?","professor","IT_staff","participation","student",2
"526",1230,"Is it acceptable for the university librarian to share the student's email address with the student's professor if the student is performing poorly?","librarian","professor","email","student",2
"527",1231,"Is it acceptable for the university librarian to share the student's library records with the university IT staff if the university librarian asked for the student's permission?","librarian","IT_staff","library_record","student",5
"528",1232,"Is it acceptable for the university librarian to share the student's email address with the student's academic advisor if the university librarian let the student know?","librarian","advisor","email","student",4
"529",1233,"Is it acceptable for the student's TA to share the student's level of participation in class with the university librarian if requested by the university librarian?","TA","librarian","participation","student",3
"530",1234,"Is it acceptable for the student's TA to share the student's transcript with the department chair if requested by the department chair?","TA","department_chair","transcript","student",3
"531",1235,"Is it acceptable for the student's classmates to share the student's grades with the student's parents with the requirement of confidentiality?","classmates","parents","grades","student",1
"532",1236,"Is it acceptable for the student's classmates to share the student's level of participation in class with the university librarian if the student's classmates let the student know?","classmates","librarian","participation","student",4
"533",1237,"Is it acceptable for the student's classmates to share the student's contents posted on online learning systems with graduate schools with the requirement of confidentiality?","classmates","graduate_schools","contents_online","student",1
"534",1238,"Is it acceptable for the registrar to share the student's transcript with the university librarian with the requirement of confidentiality?","registrar","librarian","transcript","student",1
"535",1239,"Is it acceptable for the student's classmates to share the student's grades with the university IT staff if the student's classmates let the student know?","classmates","IT_staff","grades","student",4
"536",1240,"Is it acceptable for the student's classmates to share the student's transcript with the university IT staff if the student's classmates let the student know?","classmates","IT_staff","transcript","student",4
"537",1241,"Is it acceptable for the student's academic advisor to share the student's record of attendance with the university IT staff if the student's academic advisor asked for the student's permission?","advisor","IT_staff","attendance","student",5
"538",1242,"Is it acceptable for the student's classmates to share the student's photo with the student's academic advisor with the requirement of confidentiality?","classmates","advisor","photo","student",1
"539",1243,"Is it acceptable for the university IT staff to share the student's contents posted on online learning systems with the student's professor if the university IT staff asked for the student's permission?","IT_staff","professor","contents_online","student",5
"540",1244,"Is it acceptable for the student's professor to share the student's email address with the department chair if the student's professor let the student know?","professor","department_chair","email","student",4
"541",1245,"Is it acceptable for the student's professor to share the student's photo with the student's academic advisor if the student's professor asked for the student's permission?","professor","advisor","photo","student",5
"542",1246,"Is it acceptable for the student's classmates to share the student's record of attendance with the registrar if the student is performing poorly?","classmates","registrar","attendance","student",2
"543",1247,"Is it acceptable for the student's professor to share the student's transcript with the student's classmates if the student's professor let the student know?","professor","classmates","transcript","student",4
"544",1248,"Is it acceptable for the student's professor to share the student's photo with the department chair with the requirement of confidentiality?","professor","department_chair","photo","student",1
"545",1249,"Is it acceptable for the student's academic advisor to share the student's email address with the registrar with the requirement of confidentiality?","advisor","registrar","email","student",1
"546",1250,"Is it acceptable for the student's classmates to share the student's level of participation in class with the student's parents if the student is performing poorly?","classmates","parents","participation","student",2
"547",1251,"Is it acceptable for the student's classmates to share the student's transcript with the student's professor if the student's classmates asked for the student's permission?","classmates","professor","transcript","student",5
"548",1252,"Is it acceptable for the student's classmates to share the student's record of attendance with the student's parents with the requirement of confidentiality?","classmates","parents","attendance","student",1
"549",1253,"Is it acceptable for the university IT staff to share the student's photo with the student's classmates if the university IT staff let the student know?","IT_staff","classmates","photo","student",4
"550",1254,"Is it acceptable for the registrar to share the student's transcript with the university IT staff if requested by the university IT staff?","registrar","IT_staff","transcript","student",3
"551",1255,"Is it acceptable for the student's professor to share the student's term papers with the student's TA if the student's professor asked for the student's permission?","professor","TA","term_papers","student",5
"552",1256,"Is it acceptable for the student's professor to share the student's record of attendance with the student's classmates if requested by the student's classmates?","professor","classmates","attendance","student",3
"553",1257,"Is it acceptable for the student's academic advisor to share the student's level of participation in class with the student's professor if the student's academic advisor let the student know?","advisor","professor","participation","student",4
"554",1258,"Is it acceptable for the university IT staff to share the student's name with the registrar with the requirement of confidentiality?","IT_staff","registrar","name","student",1
"555",1259,"Is it acceptable for the student's professor to share the student's contents posted on online learning systems with the university IT staff if the student's professor let the student know?","professor","IT_staff","contents_online","student",4
"556",1260,"Is it acceptable for the university librarian to share the student's name with the university IT staff if the student is performing poorly?","librarian","IT_staff","name","student",2
"557",1261,"Is it acceptable for the student's classmates to share the student's email address with the student's professor if the student's classmates asked for the student's permission?","classmates","professor","email","student",5
"558",1262,"Is it acceptable for the student's classmates to share the student's transcript with the department chair if the student's classmates let the student know?","classmates","department_chair","transcript","student",4
"559",1263,"Is it acceptable for the student's professor to share the student's name with the student's TA if the student is performing poorly?","professor","TA","name","student",2
"560",1264,"Is it acceptable for the university IT staff to share the student's contents posted on online learning systems with the student's parents if the student is performing poorly?","IT_staff","parents","contents_online","student",2
"561",1265,"Is it acceptable for the student's TA to share the student's transcript with the department chair if the student's TA asked for the student's permission?","TA","department_chair","transcript","student",5
"562",1266,"Is it acceptable for the student's TA to share the student's name with the student's parents if the student is performing poorly?","TA","parents","name","student",2
"563",1267,"Is it acceptable for the university librarian to share the student's library records with the student's academic advisor if the university librarian let the student know?","librarian","advisor","library_record","student",4
"564",1268,"Is it acceptable for the university librarian to share the student's email address with the university IT staff with the requirement of confidentiality?","librarian","IT_staff","email","student",1
"565",1269,"Is it acceptable for the student's TA to share the student's level of participation in class with the university IT staff if requested by the university IT staff?","TA","IT_staff","participation","student",3
"566",1270,"Is it acceptable for the university IT staff to share the student's contents posted on online learning systems with the university librarian if requested by the university librarian?","IT_staff","librarian","contents_online","student",3
"567",1271,"Is it acceptable for the registrar to share the student's transcript with the department chair if requested by the department chair?","registrar","department_chair","transcript","student",3
"568",1272,"Is it acceptable for the registrar to share the student's address with the university librarian with the requirement of confidentiality?","registrar","librarian","address","student",1
"569",1273,"Is it acceptable for the student's classmates to share the student's record of attendance with the student's academic advisor if the student's classmates let the student know?","classmates","advisor","attendance","student",4
"570",1274,"Is it acceptable for the student's professor to share the student's grades with the student's classmates if the student's professor let the student know?","professor","classmates","grades","student",4
"571",1275,"Is it acceptable for the registrar to share the student's photo with the university librarian if requested by the university librarian?","registrar","librarian","photo","student",3
"572",1276,"Is it acceptable for the student's classmates to share the student's photo with the student's parents if requested by the student's parents?","classmates","parents","photo","student",3
"573",1277,"Is it acceptable for the student's classmates to share the student's contents posted on online learning systems with the university librarian if the student is performing poorly?","classmates","librarian","contents_online","student",2
"574",1278,"Is it acceptable for the student's academic advisor to share the student's level of participation in class with the registrar if requested by the registrar?","advisor","registrar","participation","student",3
"575",1279,"Is it acceptable for the university librarian to share the student's library records with the registrar with the requirement of confidentiality?","librarian","registrar","library_record","student",1
"576",1280,"Is it acceptable for the registrar to share the student's grades with graduate schools if the student is performing poorly?","registrar","graduate_schools","grades","student",2
"577",1281,"Is it acceptable for the university librarian to share the student's email address with the department chair if the university librarian asked for the student's permission?","librarian","department_chair","email","student",5
"578",1282,"Is it acceptable for the university IT staff to share the student's photo with the student's TA if the university IT staff asked for the student's permission?","IT_staff","TA","photo","student",5
"579",1283,"Is it acceptable for the student's professor to share the student's term papers with the student's classmates if the student is performing poorly?","professor","classmates","term_papers","student",2
"580",1284,"Is it acceptable for the student's TA to share the student's transcript with the registrar with the requirement of confidentiality?","TA","registrar","transcript","student",1
"581",1285,"Is it acceptable for the university librarian to share the student's email address with the student's parents if requested by the student's parents?","librarian","parents","email","student",3
"582",1286,"Is it acceptable for the university IT staff to share the student's contents posted on online learning systems with the student's parents if the university IT staff let the student know?","IT_staff","parents","contents_online","student",4
"583",1287,"Is it acceptable for the student's professor to share the student's transcript with the registrar if the student's professor let the student know?","professor","registrar","transcript","student",4
"584",1288,"Is it acceptable for the student's professor to share the student's term papers with the university librarian if the student's professor asked for the student's permission?","professor","librarian","term_papers","student",5
"585",1289,"Is it acceptable for the student's professor to share the student's name with the student's academic advisor if the student is performing poorly?","professor","advisor","name","student",2
"586",1290,"Is it acceptable for the student's TA to share the student's email address with graduate schools with the requirement of confidentiality?","TA","graduate_schools","email","student",1
"587",1291,"Is it acceptable for the university librarian to share the student's library records with the student's TA with the requirement of confidentiality?","librarian","TA","library_record","student",1
"588",1292,"Is it acceptable for the registrar to share the student's name with the student's TA if the student is performing poorly?","registrar","TA","name","student",2
"589",1293,"Is it acceptable for the student's classmates to share the student's record of attendance with the student's parents if the student's classmates asked for the student's permission?","classmates","parents","attendance","student",5
"590",1294,"Is it acceptable for the student's classmates to share the student's contents posted on online learning systems with the student's professor if the student is performing poorly?","classmates","professor","contents_online","student",2
"591",1295,"Is it acceptable for the student's academic advisor to share the student's grades with the registrar if the student's academic advisor asked for the student's permission?","advisor","registrar","grades","student",5
